task_type,method,prompt,model_claimed,precheck,dimension,value,n,success_n,SR,mean_executed
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,reference_length,25,1,1,1,15
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,reference_length,4,2,1,0.5,2
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,reference_length,16,1,0,0,15
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,reference_length,17,1,1,1,17
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,task_name,Put all cupcakes on the kitchencounter,1,0,0,1
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,task_name,Put all bananas on the kitchencounter,1,0,0,8
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,task_name,Put all bellpeppers on the kitchentable,1,0,0,9
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,task_name,Put all bellpeppers on the kitchencounter,1,1,1,0
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,task_name,Put all chips on the kitchentable,3,3,1,6.666666666666667
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,task_name,Put all apples on the kitchencounter,1,1,1,8
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,task_name,Put all peaches on the kitchentable,4,2,0.5,6.25
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,task_name,Put all peaches on the kitchencounter,1,1,1,8
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,task_name,Put all plums on the kitchencounter,1,1,1,7
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,task_name,Put all cupcakes in the microwave,10,4,0.4,7.8
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,task_name,Put all bananas in the fridge,6,4,0.6666666666666666,6.5
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,task_name,Put all bananas in the microwave,6,2,0.3333333333333333,6.5
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,task_name,Put all bellpeppers in the fridge,2,0,0,9
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,task_name,Put all peaches in the fridge,6,1,0.16666666666666666,6.5
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,task_name,Put all peaches in the microwave,8,3,0.375,5.875
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,task_name,Put all plums in the fridge,6,3,0.5,5.833333333333333
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,task_name,Put all plums in the microwave,8,6,0.75,6.875
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,task_name,Put all creamybuns on the kitchentable,2,0,0,4.5
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,task_name,Put all creamybuns in the fridge,2,0,0,6
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,task_name,Put all creamybuns in the microwave,4,0,0,2
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,task_name,Put all chips in the microwave,4,2,0.5,6.75
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,task_name,Put all milks on the coffeetable,1,0,0,14
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,task_name,Put all bananas on the oventray,1,0,0,3
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,task_name,Put all bananas on the coffeetable,1,0,0,3
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,task_name,Put all cupcakes on the coffeetable,2,1,0.5,1.5
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,task_name,Put all juices in the fridge,2,2,1,7.5
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,task_name,Put all milks in the microwave,4,4,1,8
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,task_name,Put all crackers on the kitchentable,1,0,0,7
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,task_name,Put all plums in the fryingpan,1,0,0,4
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,task_name,Put all crackers in the fridge,2,0,0,4
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,task_name,Put all crackers in the microwave,2,0,0,4
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,task_name,Put all cupcakes on the desk,1,0,0,1
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,task_name,Put all bananas on the desk,1,0,0,4
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,task_name,Put all milks on the kitchencounter,1,0,0,0
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,task_name,Put all milks on the cuttingboard,1,1,1,8
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,task_name,Put all milks on the desk,1,1,1,8
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,task_name,Put all alcohols on the kitchentable,1,1,1,8
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,task_name,Put all alcohols in the microwave,2,1,0.5,7
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,scene,1,25,13,0.52,6.88
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,scene,2,17,5,0.29411764705882354,5.294117647058823
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,scene,3,14,7,0.5,6.857142857142857
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,scene,4,18,4,0.2222222222222222,5.5
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,scene,5,8,3,0.375,5.625
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,scene,6,5,4,0.8,6.6
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,scene,7,16,9,0.5625,6.0625
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,object,cupcakes,14,5,0.35714285714285715,5.928571428571429
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,object,bananas,16,6,0.375,6
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,object,bellpeppers,4,1,0.25,6.75
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,object,chips,7,5,0.7142857142857143,6.714285714285714
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,object,apples,1,1,1,8
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,object,peaches,19,7,0.3684210526315789,6.2631578947368425
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,object,plums,16,10,0.625,6.3125
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,object,creamybuns,8,0,0,3.625
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,object,milks,8,6,0.75,7.75
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,object,juices,2,2,1,7.5
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,object,crackers,5,0,0,4.6
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,object,alcohols,3,2,0.6666666666666666,7.333333333333333
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,destination,kitchencounter,7,4,0.5714285714285714,4.571428571428571
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,destination,kitchentable,12,6,0.5,6.5
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,destination,microwave,48,22,0.4583333333333333,6.416666666666667
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,destination,fridge,26,10,0.38461538461538464,6.384615384615385
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,destination,coffeetable,4,1,0.25,5
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,destination,oventray,1,0,0,3
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,destination,fryingpan,1,0,0,4
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,destination,desk,3,1,0.3333333333333333,4.333333333333333
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,destination,cuttingboard,1,1,1,8
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,goal_count,2,83,42,0.5060240963855421,5.879518072289157
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,goal_count,3,13,1,0.07692307692307693,7
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,goal_count,6,4,1,0.25,6.75
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,goal_count,4,3,1,0.3333333333333333,8.666666666666666
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,required_state_changes,,103,45,0.4368932038834951,6.135922330097087
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,reference_length,8,53,24,0.4528301886792453,5.660377358490566
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,reference_length,12,6,0,0,6.666666666666667
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,reference_length,24,2,0,0,8
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,reference_length,0,2,1,0.5,0
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,reference_length,9,30,17,0.5666666666666667,6.333333333333333
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,reference_length,13,5,1,0.2,9.2
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,reference_length,25,1,0,0,11
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,reference_length,4,2,1,0.5,1.5
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,reference_length,16,1,1,1,17
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts,gpt-4o-mini,False,reference_length,17,1,0,0,9
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,task_name,Put all cupcakes on the kitchencounter,1,0,0,4
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,task_name,Put all bananas on the kitchencounter,1,0,0,5
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,task_name,Put all bellpeppers on the kitchentable,1,0,0,48
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,task_name,Put all bellpeppers on the kitchencounter,1,0,0,0
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,task_name,Put all chips on the kitchentable,3,3,1,6
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,task_name,Put all apples on the kitchencounter,1,1,1,8
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,task_name,Put all peaches on the kitchentable,4,4,1,8.25
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,task_name,Put all peaches on the kitchencounter,1,1,1,8
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,task_name,Put all plums on the kitchencounter,1,1,1,8
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,task_name,Put all cupcakes in the microwave,10,10,1,9.8
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,task_name,Put all bananas in the fridge,6,6,1,8.166666666666666
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,task_name,Put all bananas in the microwave,6,6,1,8.833333333333334
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,task_name,Put all bellpeppers in the fridge,2,2,1,15
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,task_name,Put all peaches in the fridge,6,6,1,9
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,task_name,Put all peaches in the microwave,8,6,0.75,9.375
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,task_name,Put all plums in the fridge,6,6,1,7.833333333333333
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,task_name,Put all plums in the microwave,8,5,0.625,7.25
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,task_name,Put all creamybuns on the kitchentable,2,2,1,7.5
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,task_name,Put all creamybuns in the fridge,2,2,1,7.5
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,task_name,Put all creamybuns in the microwave,4,3,0.75,6.75
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,task_name,Put all chips in the microwave,4,3,0.75,6
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,task_name,Put all milks on the coffeetable,1,0,0,2
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,task_name,Put all bananas on the oventray,1,0,0,2
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,task_name,Put all bananas on the coffeetable,1,0,0,1
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,task_name,Put all cupcakes on the coffeetable,2,1,0.5,5.5
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,task_name,Put all juices in the fridge,2,2,1,7
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,task_name,Put all milks in the microwave,4,3,0.75,5.25
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,task_name,Put all crackers on the kitchentable,1,1,1,8
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,task_name,Put all plums in the fryingpan,1,0,0,3
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,task_name,Put all crackers in the fridge,2,1,0.5,3
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,task_name,Put all crackers in the microwave,2,2,1,6.5
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,task_name,Put all cupcakes on the desk,1,0,0,1
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,task_name,Put all bananas on the desk,1,0,0,2
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,task_name,Put all milks on the kitchencounter,1,0,0,0
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,task_name,Put all milks on the cuttingboard,1,1,1,7
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,task_name,Put all milks on the desk,1,1,1,8
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,task_name,Put all alcohols on the kitchentable,1,1,1,8
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,task_name,Put all alcohols in the microwave,2,2,1,8
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,scene,1,25,21,0.84,10.4
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,scene,2,17,14,0.8235294117647058,7.470588235294118
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,scene,3,14,9,0.6428571428571429,6.642857142857143
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,scene,4,18,13,0.7222222222222222,6.777777777777778
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,scene,5,8,6,0.75,5.875
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,scene,6,5,4,0.8,5.8
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,scene,7,16,15,0.9375,7.625
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,object,cupcakes,14,11,0.7857142857142857,8.142857142857142
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,object,bananas,16,12,0.75,7
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,object,bellpeppers,4,2,0.5,19.5
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,object,chips,7,6,0.8571428571428571,6
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,object,apples,1,1,1,8
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,object,peaches,19,17,0.8947368421052632,8.947368421052632
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,object,plums,16,12,0.75,7.25
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,object,creamybuns,8,7,0.875,7.125
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,object,milks,8,5,0.625,4.75
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,object,juices,2,2,1,7
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,object,crackers,5,4,0.8,5.4
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,object,alcohols,3,3,1,8
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,destination,kitchencounter,7,3,0.42857142857142855,4.714285714285714
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,destination,kitchentable,12,11,0.9166666666666666,10.833333333333334
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,destination,microwave,48,40,0.8333333333333334,8.020833333333334
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,destination,fridge,26,25,0.9615384615384616,8.26923076923077
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,destination,coffeetable,4,1,0.25,3.5
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,destination,oventray,1,0,0,2
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,destination,fryingpan,1,0,0,3
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,destination,desk,3,1,0.3333333333333333,3.6666666666666665
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,destination,cuttingboard,1,1,1,7
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,goal_count,2,83,69,0.8313253012048193,6.831325301204819
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,goal_count,3,13,9,0.6923076923076923,8.923076923076923
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,goal_count,6,4,2,0.5,19.5
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,goal_count,4,3,2,0.6666666666666666,13
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,required_state_changes,,103,82,0.7961165048543689,7.766990291262136
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,reference_length,8,53,44,0.8301886792452831,6.490566037735849
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,reference_length,12,6,4,0.6666666666666666,8.666666666666666
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,reference_length,24,2,1,0.5,30.5
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,reference_length,0,2,0,0,0
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,reference_length,9,30,25,0.8333333333333334,7.633333333333334
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,reference_length,13,5,4,0.8,10.8
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,reference_length,25,1,1,1,17
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,reference_length,4,2,1,0.5,5.5
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,reference_length,16,1,1,1,16
placement_task,multi-prompts/gpt-4o/no-precheck,multi-prompts,gpt-4o,False,reference_length,17,1,1,1,16
